date,open,high,low,close,volume
2025-07-07,173.1,173.49,171.84,172.49,44316
2025-07-08,172.49,176.36,172.21,175.9,63317
2025-07-09,175.99,183.2,175.4,178.28,111047
2025-07-10,177.35,179.71,176.49,178.54,71530
2025-07-11,178.55,180.88,177.21,177.49,88218
2025-07-14,177.49,179.34,175.5,177.97,53349
2025-07-15,177.0,177.86,173.5,174.41,78553
2025-07-16,174.4,177.75,174.03,175.61,66154
2025-07-17,175.0,176.5,174.4,176.07,49656
2025-07-18,175.85,181.88,175.85,181.1,170146
2025-07-21,180.0,180.8,178.22,180.29,92772
2025-07-22,180.0,192.26,180.0,190.78,182833
2025-07-23,189.75,193.0,188.8,189.71,116420
2025-07-24,188.35,191.48,188.35,190.46,64233
2025-07-25,190.44,190.5,184.84,185.58,86071
2025-07-28,184.98,184.98,181.69,183.36,92476
2025-07-29,182.76,183.8,181.8,183.03,62949
2025-07-30,183.91,186.76,182.82,185.1,86434
2025-07-31,183.51,184.18,178.4,179.0,115588
2025-08-01,178.8,179.8,178.02,178.91,52549
2025-08-04,178.51,178.79,176.66,178.2,49865
2025-08-05,178.22,181.51,178.22,181.29,66002
2025-08-06,182.0,182.89,180.14,182.1,47592
2025-08-07,181.11,183.19,181.05,181.41,41315
2025-08-08,181.19,181.88,179.01,179.13,44956
2025-08-11,179.13,187.58,179.13,186.62,126322
2025-08-12,186.23,192.0,185.73,186.8,113931
2025-08-13,186.0,189.42,185.5,188.08,67653
2025-08-14,186.9,190.88,186.78,187.34,65014
2025-08-15,187.0,190.0,184.6,188.58,63980
2025-08-18,188.58,192.0,188.58,189.79,90481
2025-08-19,190.09,195.85,190.09,193.73,130015
2025-08-20,192.0,198.98,191.9,196.99,121337
2025-08-21,197.29,197.59,194.0,194.41,65155
2025-08-22,194.39,196.89,193.39,196.54,62981
2025-08-25,196.54,207.0,196.54,205.68,114451
2025-08-26,203.63,208.0,202.96,207.9,79144
2025-08-27,205.83,205.83,198.88,198.94,114071
2025-08-28,197.96,200.5,194.95,197.61,77705
2025-08-29,197.61,203.91,197.61,202.02,86420
2025-09-01,200.57,201.07,198.1,200.6,89222
2025-09-02,200.68,204.0,199.3,200.14,68968
2025-09-03,201.0,204.26,197.5,198.61,58684
