date,open,high,low,close,volume
2025-07-07,47.07,47.3,46.7,47.2,567427
2025-07-08,47.28,47.67,47.1,47.62,637421
2025-07-09,47.5,47.77,47.13,47.13,614566
2025-07-10,47.1,48.55,47.1,48.24,1219784
2025-07-11,46.28,46.5,45.62,45.64,1184443
2025-07-14,45.65,46.09,45.44,45.57,648484
2025-07-15,45.77,45.92,44.8,45.22,666206
2025-07-16,45.26,45.54,44.88,45.11,468186
2025-07-17,45.1,45.33,44.91,45.0,416895
2025-07-18,45.05,45.16,44.74,45.05,543431
2025-07-21,45.05,45.23,44.83,44.85,566412
2025-07-22,44.85,44.98,44.21,44.94,922319
2025-07-23,44.97,45.7,44.96,45.12,853249
2025-07-24,45.21,45.36,44.8,44.88,826620
2025-07-25,44.84,45.17,44.75,44.83,696264
2025-07-28,44.8,45.16,44.41,44.44,635127
2025-07-29,44.44,44.8,44.14,44.14,785813
2025-07-30,44.17,44.75,43.93,44.42,725461
2025-07-31,44.4,44.56,43.85,44.48,733195
2025-08-01,44.5,44.97,44.35,44.42,594621
2025-08-04,44.31,44.97,44.31,44.9,498008
2025-08-05,44.78,45.4,44.64,45.25,555258
2025-08-06,45.29,45.73,45.11,45.12,430296
2025-08-07,45.12,45.6,44.96,45.15,440643
2025-08-08,45.2,45.28,44.53,44.53,456422
2025-08-11,44.53,44.63,44.1,44.1,536724
2025-08-12,44.13,44.48,44.0,44.0,562252
2025-08-13,44.14,44.25,43.49,43.54,876737
2025-08-14,43.55,43.94,43.5,43.78,676352
2025-08-15,43.66,43.74,43.3,43.3,932957
2025-08-18,43.1,43.67,42.89,43.51,926397
2025-08-19,43.45,43.7,43.29,43.4,574119
2025-08-20,43.3,43.63,43.15,43.45,547240
2025-08-21,43.5,43.59,43.23,43.47,578540
2025-08-22,43.47,43.48,43.04,43.26,794496
2025-08-25,43.32,43.87,43.11,43.87,907390
2025-08-26,43.89,44.02,43.42,43.52,755722
2025-08-27,43.5,43.66,43.0,43.0,758141
2025-08-28,43.02,43.3,42.6,42.98,822426
2025-08-29,42.98,43.99,42.89,42.89,1360879
2025-09-01,42.62,42.64,41.88,41.98,1276333
2025-09-02,41.86,43.5,41.86,43.44,1452141
2025-09-03,43.44,43.57,42.82,42.83,636993
