date,open,high,low,close,volume
2025-07-07,30.24,30.28,30.07,30.26,508278
2025-07-08,30.27,30.27,29.91,29.92,1073286
2025-07-09,29.95,30.1,29.85,29.98,670383
2025-07-10,30.0,30.08,29.8,29.9,947643
2025-07-11,29.92,30.59,29.87,30.4,1642155
2025-07-14,30.42,30.79,30.4,30.61,771547
2025-07-15,30.61,30.68,30.35,30.48,562462
2025-07-16,30.6,30.66,30.33,30.34,386213
2025-07-17,30.32,30.4,30.12,30.16,614655
2025-07-18,29.54,29.6,29.35,29.5,601702
2025-07-21,29.7,29.86,29.42,29.51,778277
2025-07-22,29.46,29.51,29.28,29.36,943940
2025-07-23,29.41,29.45,29.17,29.18,1073549
2025-07-24,29.19,29.19,28.8,28.94,1668828
2025-07-25,28.86,28.98,28.75,28.75,1008791
2025-07-28,28.75,28.84,28.6,28.64,844451
2025-07-29,28.61,28.74,28.6,28.63,717720
2025-07-30,28.64,28.94,28.64,28.7,978280
2025-07-31,28.42,28.42,27.7,27.84,2579698
2025-08-01,27.79,28.05,27.68,27.99,981486
2025-08-04,27.9,28.17,27.8,28.14,823204
2025-08-05,28.14,28.18,27.96,28.1,787153
2025-08-06,28.09,28.12,27.87,27.97,1144935
2025-08-07,27.94,28.18,27.84,28.06,1051957
2025-08-08,28.06,28.08,27.86,27.86,824972
2025-08-11,27.86,27.88,27.51,27.69,1243551
2025-08-12,27.69,27.88,27.64,27.76,743184
2025-08-13,27.77,27.85,27.61,27.63,934257
2025-08-14,27.62,27.89,27.6,27.66,1017588
2025-08-15,27.71,27.78,27.6,27.63,1072302
2025-08-18,27.64,27.72,27.55,27.64,1147362
2025-08-19,27.65,27.78,27.61,27.63,1146024
2025-08-20,27.6,27.74,27.46,27.69,1022259
2025-08-21,27.69,27.95,27.66,27.85,1179348
2025-08-22,27.88,27.92,27.7,27.87,1032104
2025-08-25,28.04,28.55,28.03,28.35,2185666
2025-08-26,28.35,28.4,28.21,28.31,1130612
2025-08-27,28.25,28.3,27.93,27.96,1275324
2025-08-28,27.95,27.99,27.69,27.87,1092962
2025-08-29,27.9,28.16,27.85,28.09,1067298
2025-09-01,28.1,28.1,27.71,27.79,1246087
2025-09-02,27.7,28.29,27.7,28.21,1751446
2025-09-03,28.25,28.4,27.83,27.96,1271331
2025-09-04,27.94,28.3,27.71,28.23,1758481
2025-09-05,28.16,28.31,28.0,28.07,999645
