date,open,high,low,close,volume
2025-07-07,23.99,24.39,23.99,24.13,317321
2025-07-08,24.48,24.52,24.17,24.33,336112
2025-07-09,24.0,24.18,23.78,23.85,439358
2025-07-10,24.0,24.08,23.85,24.02,308664
2025-07-11,24.04,24.38,23.91,24.29,537016
2025-07-14,24.53,24.62,24.31,24.51,672009
2025-07-15,23.89,24.28,23.79,23.98,621195
2025-07-16,23.81,24.15,23.79,24.14,337242
2025-07-17,24.1,24.25,23.61,23.66,597097
2025-07-18,23.65,23.79,23.57,23.75,370323
2025-07-21,23.75,23.94,23.63,23.91,497840
2025-07-22,24.15,24.65,24.11,24.39,940619
2025-07-23,24.72,24.72,24.23,24.25,538298
2025-07-24,23.9,24.09,23.6,24.05,566353
2025-07-25,23.88,24.12,23.72,23.75,359727
2025-07-28,23.65,23.66,23.21,23.38,505452
2025-07-29,23.2,23.36,22.77,23.31,600604
2025-07-30,23.37,23.59,23.2,23.25,451833
2025-07-31,22.91,22.99,22.61,22.89,502524
2025-08-01,22.8,23.07,22.73,22.85,298067
2025-08-04,23.4,24.59,23.4,24.55,1447979
2025-08-05,24.75,24.9,24.38,24.64,897975
2025-08-06,24.66,24.74,24.41,24.74,560648
2025-08-07,24.7,25.65,24.43,25.55,832307
2025-08-08,26.1,26.35,25.57,25.9,963467
2025-08-11,25.0,25.13,24.46,24.52,941520
2025-08-12,24.41,24.7,24.38,24.58,405301
2025-08-13,24.49,25.0,24.29,24.94,552977
2025-08-14,24.95,25.15,24.57,24.64,426229
2025-08-15,24.27,24.64,24.13,24.58,355466
2025-08-18,24.47,24.6,24.07,24.43,561178
2025-08-19,24.27,24.36,24.06,24.19,374030
2025-08-20,23.99,24.38,23.9,24.38,332531
2025-08-21,24.53,24.75,24.12,24.23,431110
2025-08-22,24.16,24.44,24.01,24.32,421380
2025-08-25,24.7,25.31,24.7,25.3,898901
2025-08-26,25.36,25.72,25.12,25.57,637948
2025-08-27,25.72,25.73,24.81,24.81,601189
2025-08-28,25.01,25.53,24.47,25.08,516651
2025-08-29,25.48,26.21,25.4,25.97,954898
2025-09-01,26.8,28.45,26.31,28.05,1456397
2025-09-02,28.65,28.86,27.59,27.81,1103272
2025-09-03,28.87,29.37,27.7,28.02,960782
