date,open,high,low,close,volume
2025-07-07,12.14,12.23,12.1,12.13,393269
2025-07-08,12.12,12.3,12.11,12.28,498088
2025-07-09,12.28,12.45,12.25,12.31,652326
2025-07-10,12.29,12.46,12.24,12.42,538985
2025-07-11,12.44,12.6,12.35,12.51,745820
2025-07-14,12.51,12.52,12.35,12.37,588915
2025-07-15,12.38,12.5,12.13,12.21,860009
2025-07-16,12.21,12.43,12.18,12.29,563021
2025-07-17,12.32,12.49,12.28,12.49,856173
2025-07-18,12.48,12.53,12.42,12.51,536250
2025-07-21,12.5,12.58,12.44,12.56,546837
2025-07-22,12.57,12.78,12.41,12.66,1062275
2025-07-23,12.67,13.07,12.63,12.76,1691266
2025-07-24,12.73,13.56,12.7,13.36,2138733
2025-07-25,13.35,13.35,13.06,13.11,1274932
2025-07-28,13.05,13.19,12.98,13.05,892771
2025-07-29,13.1,13.24,12.84,13.23,1231190
2025-07-30,13.14,13.4,13.01,13.16,1191293
2025-07-31,13.09,13.15,12.79,12.85,1039179
2025-08-01,12.86,13.15,12.76,12.86,815702
2025-08-04,12.75,12.89,12.66,12.88,613445
2025-08-05,12.87,12.98,12.8,12.86,559755
2025-08-06,12.86,12.89,12.77,12.82,535291
2025-08-07,12.82,13.05,12.81,12.87,797679
2025-08-08,12.8,12.85,12.68,12.76,601643
2025-08-11,12.76,13.02,12.72,12.98,779627
2025-08-12,12.95,13.07,12.88,12.92,657323
2025-08-13,13.05,13.2,12.88,13.02,1225096
2025-08-14,12.98,13.12,12.91,12.91,1003577
2025-08-15,12.88,13.08,12.82,13.05,1017787
2025-08-18,13.05,13.33,13.03,13.22,1399304
2025-08-19,13.22,13.27,13.06,13.08,975535
2025-08-20,13.03,13.25,12.92,13.24,1058737
2025-08-21,13.26,13.45,13.15,13.21,1061966
2025-08-22,13.22,13.4,13.21,13.4,1170779
2025-08-25,13.48,13.94,13.46,13.75,1875925
2025-08-26,13.65,13.95,13.59,13.83,1303581
2025-08-27,13.63,13.82,13.22,13.23,2115459
2025-08-28,13.23,13.33,12.88,13.27,1432842
2025-08-29,13.27,13.58,13.21,13.4,1567774
2025-09-01,13.38,13.46,13.16,13.3,1339626
2025-09-02,13.28,13.37,12.92,13.0,1212310
2025-09-03,13.04,13.16,12.62,12.66,1235858
