date,open,high,low,close,volume
2025-07-07,58.1,59.0,57.95,58.13,87514
2025-07-08,58.13,58.22,57.51,57.64,71303
2025-07-09,57.79,57.85,56.8,56.8,120083
2025-07-10,56.79,56.93,56.41,56.41,135031
2025-07-11,56.51,57.49,56.5,56.77,155945
2025-07-14,57.0,57.06,56.7,56.71,100165
2025-07-15,56.74,57.19,56.55,56.77,70862
2025-07-16,56.78,57.18,56.65,56.76,63543
2025-07-17,56.76,58.22,56.7,57.58,170777
2025-07-18,57.77,58.06,57.36,58.0,115403
2025-07-21,57.91,58.01,57.39,57.57,103718
2025-07-22,57.5,57.7,57.18,57.35,108303
2025-07-23,57.4,57.77,57.2,57.37,120300
2025-07-24,57.38,57.42,57.1,57.38,105606
2025-07-25,57.48,57.95,56.75,56.79,147873
2025-07-28,56.7,56.93,55.4,55.57,242288
2025-07-29,55.62,55.66,55.02,55.03,168611
2025-07-30,55.13,56.15,55.02,55.55,128430
2025-07-31,55.3,55.47,54.55,54.66,132765
2025-08-01,54.75,55.01,54.18,54.91,116412
2025-08-04,54.66,54.87,54.45,54.75,75356
2025-08-05,54.76,55.95,54.76,55.79,159258
2025-08-06,55.86,56.43,55.5,55.56,92015
2025-08-07,55.48,55.72,55.29,55.52,66028
2025-08-08,55.54,55.69,55.27,55.5,65368
2025-08-11,55.5,55.69,55.3,55.46,80438
2025-08-12,55.45,55.85,55.32,55.51,94574
2025-08-13,55.65,56.3,55.36,55.89,131476
2025-08-14,55.95,56.26,55.22,55.58,160660
2025-08-15,55.57,56.12,55.05,55.6,132316
2025-08-18,55.97,57.92,55.95,56.68,314818
2025-08-19,56.9,57.45,55.65,55.77,273782
2025-08-20,58.1,61.35,58.1,61.35,570587
2025-08-21,62.61,65.18,62.0,64.7,753755
2025-08-22,64.0,64.6,62.88,63.17,308904
2025-08-25,63.35,63.49,62.03,62.83,281704
2025-08-26,62.64,64.3,62.33,63.55,268498
2025-08-27,63.61,65.65,63.57,64.22,280290
2025-08-28,64.18,64.59,63.21,64.47,161729
2025-08-29,64.87,66.07,64.5,65.66,173794
2025-09-01,65.64,66.48,65.18,65.81,173051
2025-09-02,65.81,67.13,65.53,66.46,172148
2025-09-03,66.87,68.87,66.48,68.73,286898
2025-09-04,68.55,68.68,66.45,67.34,270005
2025-09-05,67.35,69.25,67.03,68.44,177891
