date,open,high,low,close,volume
2025-07-07,265.8,268.88,258.88,260.89,174665
2025-07-08,260.7,265.9,259.82,263.31,155923
2025-07-09,262.2,274.46,262.1,270.8,293884
2025-07-10,274.99,274.99,268.5,272.0,242393
2025-07-11,271.5,274.0,270.1,271.5,213282
2025-07-14,271.0,271.32,266.1,268.5,149789
2025-07-15,268.5,272.5,266.0,267.75,169526
2025-07-16,268.5,268.7,263.04,264.4,156265
2025-07-17,265.37,267.75,264.36,265.5,145110
2025-07-18,268.7,272.45,265.8,271.2,221866
2025-07-21,277.0,282.0,273.55,279.66,324863
2025-07-22,280.0,290.0,279.18,286.66,333090
2025-07-23,288.16,290.75,286.59,287.02,200190
2025-07-24,289.0,289.2,282.91,285.2,223891
2025-07-25,285.2,285.2,281.75,282.8,134326
2025-07-28,283.02,289.09,281.3,286.3,238973
2025-07-29,286.7,292.0,286.68,291.82,233946
2025-07-30,292.2,292.2,276.36,277.09,415943
2025-07-31,280.8,281.98,264.62,264.62,447104
2025-08-01,264.8,266.6,262.75,263.07,252500
2025-08-04,263.0,268.0,261.7,266.48,237682
2025-08-05,267.5,269.0,263.5,265.7,219760
2025-08-06,265.22,266.9,263.23,265.0,153233
2025-08-07,265.0,266.49,262.2,263.05,165481
2025-08-08,264.0,266.16,262.01,263.48,174282
2025-08-11,263.48,266.15,262.5,263.66,213309
2025-08-12,263.5,265.18,257.72,263.25,222407
2025-08-13,264.77,275.0,264.51,273.6,394668
2025-08-14,276.89,282.0,274.48,279.89,371708
2025-08-15,278.38,282.3,276.1,280.67,241092
2025-08-18,280.67,285.48,278.02,283.0,285288
2025-08-19,283.0,284.0,276.22,277.8,244286
2025-08-20,277.5,279.99,272.05,279.2,233535
2025-08-21,279.27,281.8,278.0,279.0,182698
2025-08-22,278.93,289.35,278.6,287.18,264219
2025-08-25,290.0,293.88,286.78,290.28,312297
2025-08-26,287.02,290.99,285.58,289.5,230245
2025-08-27,289.0,289.54,278.19,278.3,382584
2025-08-28,276.06,278.99,272.72,277.41,304664
2025-08-29,278.31,316.66,277.95,306.18,780139
2025-09-01,306.5,306.9,299.3,304.0,429964
2025-09-02,304.03,311.1,299.03,302.87,371169
2025-09-03,303.5,311.65,303.03,306.4,363506
