date,open,high,low,close,volume
2025-07-07,6.44,6.59,6.44,6.52,1205381
2025-07-08,6.51,6.58,6.47,6.56,934783
2025-07-09,6.54,6.58,6.52,6.54,735917
2025-07-10,6.52,6.87,6.51,6.76,2517029
2025-07-11,6.75,6.79,6.68,6.76,1628707
2025-07-14,6.73,6.79,6.63,6.66,1205525
2025-07-15,6.64,6.65,6.46,6.6,1521320
2025-07-16,6.55,6.65,6.53,6.56,849081
2025-07-17,6.56,6.59,6.51,6.56,709664
2025-07-18,6.57,6.59,6.54,6.57,574030
2025-07-21,6.56,6.61,6.55,6.6,744111
2025-07-22,6.61,6.72,6.53,6.7,1488010
2025-07-23,6.73,6.83,6.68,6.72,1706754
2025-07-24,6.7,6.84,6.67,6.81,1842330
2025-07-25,6.81,6.84,6.76,6.78,1235949
2025-07-28,6.78,6.84,6.68,6.79,1194042
2025-07-29,6.76,6.81,6.7,6.81,993479
2025-07-30,6.8,6.88,6.69,6.7,1589278
2025-07-31,6.67,6.68,6.42,6.44,2299511
2025-08-01,6.44,6.46,6.39,6.39,923604
2025-08-04,6.37,6.41,6.35,6.41,590304
2025-08-05,6.41,6.45,6.39,6.45,652634
2025-08-06,6.43,6.45,6.4,6.44,568470
2025-08-07,6.43,6.48,6.4,6.47,776038
2025-08-08,6.46,6.47,6.42,6.45,514307
2025-08-11,6.48,6.52,6.47,6.48,821789
2025-08-12,6.46,6.5,6.45,6.47,734218
2025-08-13,6.48,6.5,6.43,6.46,810742
2025-08-14,6.46,6.55,6.43,6.43,1201423
2025-08-15,6.43,6.59,6.42,6.53,1595368
2025-08-18,6.53,6.56,6.48,6.5,1381625
2025-08-19,6.54,6.61,6.51,6.53,1624187
2025-08-20,6.52,6.6,6.49,6.55,1299582
2025-08-21,6.55,6.59,6.53,6.56,1294784
2025-08-22,6.56,6.56,6.51,6.56,1307699
2025-08-25,6.66,7.22,6.65,7.16,7923898
2025-08-26,6.98,7.03,6.9,6.99,4379464
2025-08-27,6.95,7.01,6.74,6.74,2976152
2025-08-28,6.75,6.81,6.62,6.77,2119089
2025-08-29,6.89,6.92,6.78,6.79,1979393
2025-09-01,6.76,6.86,6.7,6.81,1406825
2025-09-02,6.8,6.89,6.68,6.72,2060250
