date,open,high,low,close,volume
2025-07-07,12.83,12.87,12.75,12.8,146978
2025-07-08,12.8,13.15,12.74,13.09,321354
2025-07-09,13.08,13.2,12.95,12.99,275575
2025-07-10,12.96,13.05,12.88,12.96,221139
2025-07-11,12.94,13.83,12.85,13.55,1007794
2025-07-14,13.5,13.51,13.06,13.13,607601
2025-07-15,13.35,14.44,13.32,14.44,1686615
2025-07-16,14.74,14.83,14.23,14.4,1380115
2025-07-17,14.35,14.55,14.03,14.29,972348
2025-07-18,14.54,14.84,14.28,14.33,995934
2025-07-21,14.28,14.42,14.0,14.24,882188
2025-07-22,14.2,14.22,13.86,13.92,674444
2025-07-23,13.85,14.35,13.8,14.17,1082022
2025-07-24,14.1,14.55,14.1,14.46,825030
2025-07-25,14.59,14.81,14.36,14.65,816103
2025-07-28,14.62,14.64,14.11,14.36,625155
2025-07-29,14.28,15.14,14.25,14.88,1016306
2025-07-30,14.78,15.09,14.5,14.66,664970
2025-07-31,14.87,16.13,14.86,15.84,1795770
2025-08-01,16.28,16.32,15.21,15.77,1996494
2025-08-04,15.41,16.28,15.24,15.99,1381529
2025-08-05,15.81,16.36,15.5,15.71,875564
2025-08-06,15.71,15.76,15.46,15.6,642523
2025-08-07,16.0,16.8,16.0,16.37,1386613
2025-08-08,16.02,16.17,14.91,14.94,1544414
2025-08-11,15.07,15.5,14.95,15.41,915192
2025-08-12,15.45,15.47,15.02,15.22,578948
2025-08-13,15.2,15.26,15.05,15.11,640819
2025-08-14,15.13,15.45,14.79,14.81,733446
2025-08-15,14.68,15.35,14.65,15.28,724485
2025-08-18,15.46,16.81,15.32,16.4,1876488
2025-08-19,16.25,16.9,16.07,16.48,1198653
2025-08-20,16.28,16.55,16.04,16.5,711443
2025-08-21,16.4,16.96,16.4,16.55,817980
2025-08-22,16.8,17.35,16.51,17.17,1103624
2025-08-25,17.31,17.46,16.72,17.3,1183678
2025-08-26,17.19,17.56,16.98,17.13,855404
2025-08-27,17.8,17.99,16.44,16.46,1366397
2025-08-28,16.2,16.7,15.98,16.7,1057190
2025-08-29,16.6,16.86,16.43,16.47,759872
2025-09-01,16.77,16.95,16.21,16.24,819835
2025-09-02,16.23,16.29,15.25,15.44,1034800
2025-09-03,15.44,15.59,14.9,14.92,623416
2025-09-04,14.91,15.14,14.32,14.59,725807
2025-09-05,14.67,14.78,14.23,14.75,658514
