date,open,high,low,close,volume
2025-07-07,32.45,32.99,32.24,32.34,267723
2025-07-08,32.64,32.88,32.06,32.22,220865
2025-07-09,31.9,32.09,31.33,31.4,293099
2025-07-10,31.5,31.6,31.1,31.12,262270
2025-07-11,31.29,31.52,30.83,31.14,350926
2025-07-14,31.4,31.78,31.24,31.49,571071
2025-07-15,31.58,31.61,30.9,31.41,404221
2025-07-16,31.12,31.46,31.0,31.26,251581
2025-07-17,31.23,31.38,30.46,30.61,382289
2025-07-18,30.57,30.98,30.5,30.95,274434
2025-07-21,30.95,31.27,30.7,31.09,249799
2025-07-22,31.5,32.15,31.43,31.9,491131
2025-07-23,32.34,32.38,31.71,31.79,263285
2025-07-24,31.27,31.27,30.67,30.84,359904
2025-07-25,30.71,31.0,30.56,30.65,249117
2025-07-28,30.52,30.52,30.03,30.19,277644
2025-07-29,29.97,30.06,29.65,29.9,270289
2025-07-30,29.97,30.39,29.82,30.07,295051
2025-07-31,29.73,29.73,29.16,29.37,340986
2025-08-01,29.18,29.72,29.11,29.49,205195
2025-08-04,30.08,31.58,30.07,31.49,811880
2025-08-05,31.59,32.25,31.49,31.75,407594
2025-08-06,31.75,32.35,31.7,32.25,326448
2025-08-07,32.23,32.88,32.04,32.8,296005
2025-08-08,33.05,33.25,32.53,32.88,311987
2025-08-11,32.0,32.16,31.2,31.28,526817
2025-08-12,31.21,31.83,31.21,31.55,260535
2025-08-13,31.55,31.92,31.35,31.6,280459
2025-08-14,31.78,31.88,31.34,31.47,270313
2025-08-15,31.17,31.65,31.02,31.26,292588
2025-08-18,31.27,31.35,30.72,30.88,439539
2025-08-19,30.72,30.92,30.48,30.52,291777
2025-08-20,30.3,30.75,30.22,30.67,234390
2025-08-21,30.75,31.0,30.44,30.54,331992
2025-08-22,30.5,30.78,30.45,30.73,261875
2025-08-25,31.25,31.98,31.18,31.96,501160
2025-08-26,31.98,32.58,31.75,32.58,406277
2025-08-27,32.6,32.75,32.05,32.14,366419
2025-08-28,32.62,33.47,32.3,32.99,504080
2025-08-29,33.1,33.85,33.1,33.36,555713
2025-09-01,34.0,36.19,33.65,35.94,988645
2025-09-02,36.0,36.78,35.61,35.91,655919
2025-09-03,37.35,37.66,36.1,36.7,587382
