date,open,high,low,close,volume
2025-07-07,27.62,27.62,27.4,27.43,229587
2025-07-08,27.44,27.65,27.44,27.62,256150
2025-07-09,27.63,27.77,27.55,27.68,326503
2025-07-10,27.66,27.86,27.55,27.78,304835
2025-07-11,27.79,28.05,27.79,27.9,489184
2025-07-14,27.9,27.92,27.72,27.76,286367
2025-07-15,27.76,27.95,27.63,27.93,462288
2025-07-16,27.81,27.85,27.68,27.72,366518
2025-07-17,27.72,27.98,27.65,27.94,448502
2025-07-18,27.99,28.16,27.92,28.01,429856
2025-07-21,28.08,28.29,28.01,28.14,445394
2025-07-22,28.13,28.5,28.02,28.4,636593
2025-07-23,28.41,28.8,28.2,28.27,657323
2025-07-24,28.25,28.64,28.22,28.64,486126
2025-07-25,28.72,28.82,28.59,28.66,386553
2025-07-28,28.75,28.82,28.46,28.59,464196
2025-07-29,28.5,28.59,28.24,28.56,443797
2025-07-30,28.55,28.69,28.25,28.49,483652
2025-07-31,28.44,28.47,28.0,28.1,542431
2025-08-01,28.26,29.56,28.1,29.11,1305644
2025-08-04,28.75,29.15,28.37,28.57,1141282
2025-08-05,28.66,29.39,28.66,29.33,1076301
2025-08-06,29.3,29.68,29.21,29.28,799404
2025-08-07,29.31,29.78,29.1,29.15,656133
2025-08-08,29.2,29.23,28.76,28.77,512567
2025-08-11,28.8,28.97,28.69,28.85,493794
2025-08-12,29.09,29.64,29.05,29.25,668916
2025-08-13,29.3,29.65,29.23,29.52,655170
2025-08-14,29.5,29.65,29.1,29.19,573268
2025-08-15,29.17,29.56,29.16,29.56,566379
2025-08-18,29.61,30.5,29.6,30.02,1093845
2025-08-19,30.02,30.17,29.8,29.86,577845
2025-08-20,29.8,30.19,29.61,30.19,602425
2025-08-21,30.28,30.75,30.05,30.33,700483
2025-08-22,30.25,31.15,30.16,31.09,998030
2025-08-25,31.48,31.55,30.81,31.18,1021059
2025-08-26,31.01,31.47,30.88,31.28,672901
2025-08-27,31.55,32.27,30.82,30.85,1177366
2025-08-28,30.81,31.3,30.4,31.18,907168
2025-08-29,31.18,31.58,31.05,31.17,865002
2025-09-01,31.2,31.32,30.8,31.15,699327
2025-09-02,31.08,31.19,30.26,30.64,753069
2025-09-03,30.65,30.88,29.76,29.9,648237
