date,open,high,low,close,volume
2025-07-07,44.0,44.43,43.46,44.08,234763
2025-07-08,43.84,45.15,43.84,44.52,338448
2025-07-09,44.52,45.98,44.3,45.03,337158
2025-07-10,45.13,45.33,44.58,45.08,213836
2025-07-11,45.15,46.09,44.71,45.04,368713
2025-07-14,45.34,45.95,45.18,45.23,183652
2025-07-15,45.11,45.48,44.35,44.51,237949
2025-07-16,44.51,44.69,43.89,44.11,188368
2025-07-17,44.05,45.06,43.67,45.0,284117
2025-07-18,45.05,46.23,45.05,45.6,386725
2025-07-21,45.7,46.05,45.19,45.99,238855
2025-07-22,45.83,46.98,45.6,46.53,366925
2025-07-23,46.81,46.9,45.97,46.1,265432
2025-07-24,45.96,47.98,45.96,47.54,458232
2025-07-25,47.6,47.87,46.9,47.1,267442
2025-07-28,46.92,48.3,46.7,47.42,320726
2025-07-29,47.2,47.66,46.88,47.59,239885
2025-07-30,47.48,47.59,45.78,45.99,319302
2025-07-31,45.9,46.14,44.11,44.28,371535
2025-08-01,44.33,44.77,43.69,43.9,307440
2025-08-04,43.79,44.18,43.4,44.07,230332
2025-08-05,44.1,44.32,43.87,44.17,216010
2025-08-06,44.15,44.29,43.68,44.26,199279
2025-08-07,44.44,44.98,43.8,44.06,312934
2025-08-08,43.98,44.25,43.81,43.88,190586
2025-08-11,44.9,46.88,44.6,46.59,704545
2025-08-12,46.34,46.34,45.31,45.93,382858
2025-08-13,45.78,46.5,45.51,46.1,327636
2025-08-14,46.26,46.35,44.85,45.41,357676
2025-08-15,45.25,46.95,45.21,46.75,497340
2025-08-18,47.18,47.98,46.73,47.42,489452
2025-08-19,47.43,48.31,47.0,47.63,393279
2025-08-20,47.18,48.57,47.03,48.5,377610
2025-08-21,48.56,48.74,47.82,48.07,309618
2025-08-22,47.2,50.25,47.11,48.5,692952
2025-08-25,48.84,50.74,48.27,49.87,679505
2025-08-26,49.49,51.5,48.8,50.35,567726
2025-08-27,50.35,56.68,50.2,53.25,1144803
2025-08-28,53.0,54.79,52.0,53.53,680975
2025-08-29,53.6,59.0,53.53,57.19,1031336
2025-09-01,57.45,58.14,55.5,55.87,679234
2025-09-02,55.81,57.89,55.3,57.11,736583
2025-09-03,57.86,65.56,57.85,64.01,1384718
