date,open,high,low,close,volume
2025-07-07,56.59,56.8,56.06,56.43,321763
2025-07-08,56.4,56.78,56.11,56.45,343460
2025-07-09,56.45,56.78,55.88,55.9,395463
2025-07-10,55.9,57.58,55.81,57.13,828882
2025-07-11,57.0,59.02,56.96,57.71,1076429
2025-07-14,57.69,58.24,57.57,57.57,449058
2025-07-15,57.75,57.96,56.98,57.1,441726
2025-07-16,57.17,57.24,56.21,56.83,481825
2025-07-17,56.7,57.06,56.68,56.81,277123
2025-07-18,56.95,57.45,56.86,57.07,436240
2025-07-21,57.15,57.75,56.9,57.19,466733
2025-07-22,57.19,57.2,56.1,56.7,695203
2025-07-23,56.84,58.38,56.81,58.0,869407
2025-07-24,57.97,59.0,57.71,58.64,707737
2025-07-25,58.3,58.55,57.82,58.08,508335
2025-07-28,58.2,60.2,58.2,60.09,1221217
2025-07-29,60.06,60.28,59.37,59.49,566092
2025-07-30,59.48,61.33,59.35,60.71,921993
2025-07-31,60.41,60.5,58.38,58.69,827601
2025-08-01,58.68,59.06,58.08,58.2,488786
2025-08-04,58.1,58.34,57.85,58.21,360078
2025-08-05,58.3,59.41,58.2,59.14,482956
2025-08-06,59.14,59.64,58.82,59.06,324469
2025-08-07,59.11,59.46,58.53,58.88,327972
2025-08-08,58.88,58.9,58.22,58.54,397933
2025-08-11,58.77,59.14,58.47,58.47,431869
2025-08-12,58.47,59.07,58.47,58.75,426985
2025-08-13,58.92,59.4,58.46,58.61,728453
2025-08-14,58.8,60.6,58.77,59.62,1022768
2025-08-15,59.6,60.45,59.0,59.8,892968
2025-08-18,59.92,60.35,59.34,59.34,957263
2025-08-19,59.77,60.18,58.08,58.2,954810
2025-08-20,58.09,59.2,57.69,59.2,762725
2025-08-21,59.2,59.96,58.91,59.62,574601
2025-08-22,59.51,60.51,59.44,60.5,780974
2025-08-25,60.6,61.05,60.11,61.0,670113
2025-08-26,60.9,61.0,60.45,60.52,491986
2025-08-27,60.38,60.45,58.69,58.69,1064558
2025-08-28,58.75,59.12,58.31,58.84,636105
2025-08-29,58.95,61.1,58.94,59.88,1080309
2025-09-01,59.79,59.79,58.33,58.51,948525
2025-09-02,58.5,58.8,58.22,58.66,649036
2025-09-03,58.94,59.1,57.36,57.78,714746
