date,open,high,low,close,volume
2025-07-07,22.66,22.92,22.65,22.75,2496617
2025-07-08,22.73,23.27,22.71,23.15,4178849
2025-07-09,23.16,23.35,22.86,22.93,3394849
2025-07-10,22.85,23.34,22.8,23.15,3907103
2025-07-11,23.29,24.59,23.06,23.86,10988631
2025-07-14,23.97,23.97,23.53,23.62,4191571
2025-07-15,23.62,23.94,23.38,23.53,3652497
2025-07-16,23.6,23.71,23.26,23.42,2614532
2025-07-17,23.4,23.65,23.36,23.6,2816150
2025-07-18,23.6,23.7,23.39,23.52,2630520
2025-07-21,23.18,23.5,22.85,23.35,4796391
2025-07-22,23.45,23.77,23.26,23.54,4570954
2025-07-23,23.75,24.32,23.64,23.71,8038893
2025-07-24,23.6,24.45,23.54,24.32,7128599
2025-07-25,24.55,24.68,23.92,23.99,4710020
2025-07-28,24.02,24.45,23.92,24.12,3946332
2025-07-29,23.95,24.18,23.58,24.18,4110596
2025-07-30,24.11,24.25,23.6,23.81,3985599
2025-07-31,23.67,24.04,23.1,23.23,4434649
2025-08-01,23.2,23.47,23.06,23.17,2666164
2025-08-04,23.01,23.36,23.0,23.35,2060185
2025-08-05,23.46,23.64,23.31,23.63,2786412
2025-08-06,23.58,23.69,23.45,23.63,2099509
2025-08-07,23.69,23.85,23.43,23.54,2771975
2025-08-08,23.46,23.47,23.2,23.2,2356087
2025-08-11,23.17,23.97,23.17,23.8,4649608
2025-08-12,23.78,24.08,23.66,23.99,3657654
2025-08-13,24.15,24.8,23.86,24.58,8357734
2025-08-14,24.58,25.09,24.35,24.36,7567901
2025-08-15,24.31,27.2,24.29,26.76,16970798
2025-08-18,26.98,28.97,26.25,27.85,16382484
2025-08-19,27.39,27.86,26.83,26.9,9022578
2025-08-20,26.64,27.08,26.32,27.08,6654322
2025-08-21,27.36,27.45,26.62,26.8,5071351
2025-08-22,26.7,28.0,26.7,27.85,9070640
2025-08-25,28.28,28.92,27.77,28.23,10192545
2025-08-26,27.97,28.41,27.83,27.93,5315570
2025-08-27,27.94,28.45,27.19,27.21,7910275
2025-08-28,27.15,27.96,26.85,27.96,7424374
2025-08-29,28.1,29.36,27.73,28.91,11324704
2025-09-01,28.79,29.05,28.24,28.69,6503521
2025-09-02,28.56,28.59,27.62,27.85,7750720
2025-09-03,28.08,28.38,26.33,26.63,8001157
