date,open,high,low,close,volume
2025-07-07,8.05,8.2,8.04,8.16,1184212
2025-07-08,8.15,8.23,8.12,8.22,948738
2025-07-09,8.21,8.26,8.14,8.15,1298538
2025-07-10,8.15,8.43,8.14,8.34,2259256
2025-07-11,8.34,8.38,8.26,8.26,1441206
2025-07-14,8.25,8.3,8.13,8.14,1409269
2025-07-15,8.11,8.13,7.95,8.01,1726670
2025-07-16,7.99,8.04,7.95,7.98,918554
2025-07-17,7.98,8.01,7.95,7.99,662628
2025-07-18,8.0,8.02,7.98,8.02,747759
2025-07-21,8.02,8.06,8.0,8.05,983050
2025-07-22,8.06,8.22,7.99,8.2,2019345
2025-07-23,8.2,8.35,8.17,8.2,1965463
2025-07-24,8.18,8.38,8.18,8.34,2160834
2025-07-25,8.33,8.47,8.3,8.38,1802133
2025-07-28,8.38,8.55,8.25,8.49,1896973
2025-07-29,8.48,8.51,8.37,8.42,1336830
2025-07-30,8.4,8.52,8.31,8.32,1650388
2025-07-31,8.28,8.31,7.95,7.98,2869598
2025-08-01,7.97,8.01,7.92,7.95,1114413
2025-08-04,7.99,7.99,7.93,7.99,899119
2025-08-05,7.99,8.05,7.97,8.04,1008545
2025-08-06,8.03,8.03,7.97,8.01,790032
2025-08-07,8.0,8.05,7.95,8.04,1133345
2025-08-08,8.02,8.04,7.98,8.01,744324
2025-08-11,8.04,8.09,8.03,8.03,1129446
2025-08-12,8.03,8.07,8.01,8.02,974014
2025-08-13,8.04,8.05,7.98,8.0,1072511
2025-08-14,8.01,8.13,7.99,8.01,1929719
2025-08-15,8.01,8.19,7.99,8.15,2638366
2025-08-18,8.16,8.18,8.03,8.03,2240156
2025-08-19,8.06,8.12,7.98,7.99,2660594
2025-08-20,7.83,7.93,7.77,7.87,1724266
2025-08-21,7.88,7.98,7.85,7.93,1750597
2025-08-22,7.92,7.97,7.87,7.96,1406118
2025-08-25,8.0,8.55,7.99,8.3,5246583
2025-08-26,8.26,8.27,8.18,8.22,1871567
2025-08-27,8.2,8.22,7.97,7.98,2611767
2025-08-28,7.99,8.04,7.86,7.96,2000210
2025-08-29,8.05,8.1,7.92,7.96,3078035
2025-09-01,7.96,8.01,7.86,7.89,2560175
2025-09-02,7.87,7.91,7.77,7.82,2210992
2025-09-03,7.83,7.85,7.68,7.73,1763824
